name,type,category,hotelClass,priceLevel,priceRange,latitude,longitude,addressObj_city,addressObj_country,locationString,rating,numberOfReviews,rankingPosition,rankingString,rawRanking,aiReviewsSummary,description,reviewTags_0_text,reviewTags_1_text,reviewTags_2_text,reviewTags_3_text,reviewTags_4_text,reviewTags_5_text,reviewTags_6_text,reviewTags_7_text,reviewTags_8_text,reviewTags_9_text,roomTips_0_text,roomTips_1_text,amenities_list,priceRange_clean,priceLevel_numeric,aiReviewsSummary_is_missing,reviewTags_combined,roomTips_combined,ranking_clean
Karma Royal Candidasa,HOTEL,hotel,4.0,,,-8.498479,115.53673,Candidasa,Indonesia,"Candidasa, Karangasem, Bali",4.2,494,7,#7 of 22 hotels in Candidasa,4.24482059478759,,"The Royal Resorts: Royal Bali Beach Club at Candidasa, located on Balina beach on the outskirts of Candidasa, is the perfect site for anyone seeking relaxation and peace in a stunning location. The ambiance is uniquely Balinese with traditional architecture and stone carvings of ancient Gods, which adorn the surroundings. A combination of beautifully furnished studio, one and two bedroom apartments surround lush gardens, the pool and outdoor Jacuzzi lead directly onto the beach. The international restaurant caters for all tastes and regular entertainment evenings are staged. There is a comprehensive excursion programme offered on-site giving guests a combination of relaxation and adventure. Diving, snorkeling and fishing are extremely popular activities here and the local fishermen land their daily catch of fresh seafood right on the beach in the same way that they’ve done it for hundreds of years. The verdant hills behind provide a variety of lovely walks and some optional hard climbs, whilst the town of Candidasa offers shopping and dining experiences for all.",free shuttle,friendly resort,main town,relaxing resort,crazy kangaroo,away from the hustle and bustle,blue lagoon,indian ocean,beach front,cooking class,This property suitable for one who wants to relax for 2 or 3 days.  Otherwise I think it's far from other parts. But relaxing it's Awesome ,Suggest exchanging some currency before arriving at resort. This will help on your first day or two to pay for local services in side street,"Pool, Room service, Restaurant, Free parking, Internet, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Flatscreen TV, Poolside Bar, Private Balcony, Outdoor pool, Facial Treatments, Full Body Massage, Indonesian, Massage, Pool with View, Sun Loungers / Beach Chairs, Sun Umbrellas, Telephone, Free Internet, Spa",144.98710010319917,1.7100103199174406,1,"free shuttle, friendly resort, main town, relaxing resort, crazy kangaroo, away from the hustle and bustle, blue lagoon, indian ocean, beach front, cooking class",This property suitable for one who wants to relax for 2 or 3 days. Otherwise I think it's far from other parts. But relaxing it's Awesome Suggest exchanging some currency before arriving at resort. This will help on your first day or two to pay for local services in side street,7
Mondo Surf & Lifestyle Village,HOTEL,hotel,0.0,$$,$139 - $158,-8.642171,115.13159,Canggu,Indonesia,"Canggu, North Kuta, Bali",4.8,177,19,#19 of 159 hotels in Canggu,4.46713733673095,,"Mondo Surf Village is in Pererenan - Canggu. We have a unique location that is close to the beach (2km) but also secluded and surrounded by luxurious vegetation, rice fields and a small river. It is literally 5 minutes to surf spots such as Echo Beach, Oldmans and Batu Bolong. Echo beach is one of the most famous beaches in Bali. It has intermediate to professional level waves, lefts and right",learn how,yoga hut,new friends,yoga classes,video analysis,beautiful memories,solo traveller,great friends,magical place,amazing place to stay,"We went in the wet season which has its good and bad points. There was rain of course, but also less people!",Really recommend a longer stay of 1-2 weeks to get the most out of the surfing and yoga routine.,"Pool, Internet, Shuttle Bus Service, Suites, Free Internet, Free parking, Restaurant, Bar/Lounge, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Air conditioning, Family Rooms, Multilingual Staff, Refrigerator in room, Safe, Poolside Bar, Private Balcony, Fitness Classes, Indonesian, Massage, Pool / Beach Towels, Shared Lounge / TV Area, Airport transportation, Baggage Storage, Bicycle Rental, Currency Exchange, Beach Access",148.5,2.0,1,"learn how, yoga hut, new friends, yoga classes, video analysis, beautiful memories, solo traveller, great friends, magical place, amazing place to stay","We went in the wet season which has its good and bad points. There was rain of course, but also less people! Really recommend a longer stay of 1-2 weeks to get the most out of the surfing and yoga routine.",19
O Villas,HOTEL,hotel,5.0,$,$63 - $108,-8.675975,115.16121,Seminyak,Indonesia,"Seminyak, Kuta District, Bali",4.8,236,43,#43 of 471 Specialty lodging in Seminyak,4.22379970550537,,"O Villas Bali is a boutique complex of 3 x Four Bedroom Villas, which can also be sold exclusively as 2 or 3 Bedroom Villas and a 1 Bedroom luxury villa, all with private swimming pool and personal butler. Located in a quite area minutes away from popular bars, restaurants and night clubs in Seminyak. O Villas concept was created by much travelled British-Australian businessmen, who have visited Bali with their families on many occasions over the past 25 years. They have left no stone unturned to ensure clients will be pampered from the moment of arrival.",bedroom villa,staff were fantastic,air conditioned,large pool,great pool,eat street,ketut,driver,accommodation,bali,"If you have a late flight, do a late checkout.","Private pool
A choice of 4 villas","Internet, Free Internet, Wifi, Free Wifi, Pool, Shuttle Bus Service, Room service, Kitchenette, Airport transportation, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Butler Service, Free airport transportation, Free Shuttle or Taxi Services, Additional Bathroom, English, Indonesian, Pool / Beach Towels, Special Diet Menus, Free parking, Breakfast included, Refrigerator in room, Non-smoking hotel, Outdoor pool, Bicycle Rental, Car Hire, Ironing Service, Massage, Sun Loungers / Beach Chairs, Beach Access",85.5,1.0,1,"bedroom villa, staff were fantastic, air conditioned, large pool, great pool, eat street, ketut, driver, accommodation, bali","If you have a late flight, do a late checkout. Private pool A choice of 4 villas",43
Madani Antique Villas,HOTEL,hotel,3.0,$$,$72 - $161,-8.467465,115.27142,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.7,172,30,#30 of 269 villas in Ubud,4.14811658859252,,"Set in Ubud, Madani Antique Villas offers a garden, as well as rice field and pool views. The accommodation boasts a spa treatment and a hot tub. Ubud Market is 2.5 km away. Free WiFi is provided throughout the property. The accommodation is air conditioned & features a satellite flat-screen TV. Some units feature a terrace and/or balcony with pool or garden views. There is a private bathroom too",private pool,rice,staff went out of their way,magical place,rooms are beautiful,perfect stay,place to stay,three nights,villa,sutri,"On the pictures are 2 locations , be careful to book the property","Ask where is the reception for the rented villa, before going to the wrong one.
Be aware you are in the middle of nature.","Pool, Internet, Shuttle Bus Service, Room service, Free Internet, Free parking, Restaurant, Airport transportation, Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Safe, Outdoor pool, Private Pools, Parking, Baggage Storage, English, Complimentary Toiletries, Indonesian, Ironing Service, Massage, Mosquito Net, Suites, Bar/Lounge, Breakfast included, Dry Cleaning, Concierge, Flatscreen TV, 24-Hour Check-in, 24-Hour Front Desk, Sofa",116.5,2.0,1,"private pool, rice, staff went out of their way, magical place, rooms are beautiful, perfect stay, place to stay, three nights, villa, sutri","On the pictures are 2 locations , be careful to book the property Ask where is the reception for the rented villa, before going to the wrong one. Be aware you are in the middle of nature.",30
Byasa Ubud,HOTEL,hotel,3.5,$,$56 - $85,-8.523498,115.26697,Peliatan,Indonesia,"Peliatan, Ubud, Gianyar Regency, Bali",5.0,308,2,#2 of 11 hotels in Peliatan,4.82939672470092,,,rice,local sweets,afternoon tea,a small family run hotel,rooms are huge,the staff are super friendly,excellent place to stay,yoga barn,breakfast menu,rain shower,Have good walking sandels and ask about the tiny back streets through the neighbourhood...Get to interesting places much faster than car. ,Book one or two nights more than you initially planned - you won’t regret!,"Pool, Internet, Room service, Free Internet, Free parking, Airport transportation, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Refrigerator in room, Minibar, Safe, Flatscreen TV, Private Balcony, Outdoor pool, Housekeeping, Bath / Shower, Bottled Water, Breakfast in the Room, 24-Hour Check-in, Clothes Rack, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Indonesian, Interconnected room(s) available, Seating Area, Taxi Service, Telephone, Kids Activities, Wifi, Concierge, Non-smoking hotel, Breakfast Available, Parking, Kids Stay Free, Baggage Storage, Blackout Curtains, Cable / Satellite TV, Car Hire, Express Check-in / Check-out, Children's Television Networks, Complimentary Tea, Desk, Dining Area, Electric Kettle, Foot Massage, Complimentary Instant Coffee, Complimentary Welcome Drink, Full Body Massage, Hand Massage, Head Massage, Highchairs Available, Ironing Service, Massage, Neck Massage, Outdoor Furniture, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, 24-Hour Security, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Tile / Marble Floor, Umbrella, Wake Up Service / Alarm Clock, Wardrobe / Closet",70.5,1.0,1,"rice, local sweets, afternoon tea, a small family run hotel, rooms are huge, the staff are super friendly, excellent place to stay, yoga barn, breakfast menu, rain shower",Have good walking sandels and ask about the tiny back streets through the neighbourhood...Get to interesting places much faster than car. Book one or two nights more than you initially planned - you won’t regret!,2
Sebatu Sanctuary Eco-Resort,HOTEL,hotel,4.0,$$,$165 - $166,-8.410866,115.29908,Tegalalang,Indonesia,"Tegalalang, Gianyar Regency, Bali",4.9,95,4,#4 of 43 Specialty lodging in Tegalalang,4.1877269744873,,"Reminiscent of resplendent African safaris in the early 20th century, our two tented villas provide an elegant and romantic ambience allowing you to experience nature in comfort. Additionally, we have two Javanese cottages dating from the 1930s that hark back to a bygone era. They're made entirely from teak wood and meticulously restored with 85 sq. meters includes kitchen and forest-view deck",natural pool,bamboo house,building materials,nature sounds,tranquil oasis,hidden gem,piece of paradise,air conditioning,tent,hobbit,The jack fruit curry is amazing ,The walk fall is about a 10 minute walk and often no tourist. We had the place to ourselves for two hours!,"Pool, Shuttle Bus Service, Room service, Free Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Banquet Room, Air conditioning, Minibar, Private Balcony, Free Shuttle or Taxi Services, Housekeeping, Baggage Storage, Board Games / Puzzles, Breakfast in the Room, Complimentary Tea, English, Pool / Beach Towels, Private Check-in / Check-out, Taxi Service, Internet, Suites, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Babysitting, Non-smoking hotel, Safe, Breakfast Available, Parking, Bath / Shower, Clothes Rack, Coffee / Tea Maker, Desk, Complimentary Toiletries, Hair Dryer, Indonesian, Iron, Kitchenware, Mosquito Net, Seating Area, Sofa, Wake Up Service / Alarm Clock",165.5,2.0,1,"natural pool, bamboo house, building materials, nature sounds, tranquil oasis, hidden gem, piece of paradise, air conditioning, tent, hobbit",The jack fruit curry is amazing The walk fall is about a 10 minute walk and often no tourist. We had the place to ourselves for two hours!,4
Jungle Retreat By Kupu Kupu Barong,HOTEL,hotel,4.0,$,$84 - $114,-8.481644,115.24673,Kedewatan,Indonesia,"Kedewatan, Ubud, Gianyar Regency, Bali",4.3,434,1,#1 of 1 boutique hotel in Kedewatan,4.13151264190673,,"For travelers who want to take in the sights and sounds of Bali, Jungle Retreat by Kupu Kupu Barong is the perfect choice. Set 4 km from the excitement of the city, this 4-star hotel commands an excellent location and provides access to the city's biggest attractions. With its convenient location, the hotel offers easy access to the city's must-see destinations.",rice terraces,ubud,spa,,,,,,,,Try to get to Ubud in the morning to beat the traffic,"Excellent service,  friendly staff, a very good selection of food and beverages 
 Also reccomand Mango Tree SPA","Pool, Internet, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Fitness center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Rooftop Bar, Rooftop Pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Private Balcony, Butler Service, Outdoor pool, Parking, Free Shuttle or Taxi Services, Facilities for Disabled Guests, Housekeeping, Bath / Shower, Bathrobes, 24-Hour Check-in, Coffee / Tea Maker, Facial Treatments, Foot Massage, Full Body Massage, Massage, Banquet Room, Non-smoking hotel, Poolside Bar, Baggage Storage, Bicycle Rental, Bicycles Available, Chinese, Convenience Store, English, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hiking, Indonesian, Ironing Service, Japanese, 24-Hour Security, Sun Terrace, Taxi Service, Telephone",99.0,1.0,1,"rice terraces, ubud, spa","Try to get to Ubud in the morning to beat the traffic Excellent service, friendly staff, a very good selection of food and beverages Also reccomand Mango Tree SPA",1
Sanora Villa By Ini Vie Hospitality,HOTEL,hotel,4.0,$$,$86 - $169,-8.696857,115.258865,Sanur,Indonesia,"Sanur, Denpasar, Bali",4.9,412,23,#23 of 127 hotels in Sanur,4.36871814727783,,"Experience the perfect family-friendly escape at Sanora Villa, featuring a spacious 2-bedroom private pool villa. Designed for intimate family gatherings, our villa blends modern comfort with tropical charm, offering a serene and luxurious stay in the heart of Sanur.",mr roy,family staycation,kitchen area,room was clean,living room,private pool,modern type,complete facilities,helpful staffs,sanur area,Definitely stay here ,Definitely do not miss this place because visiting Sanora made our last day in Bali absolutely memorable � ,"Pool, Kids Activities, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Safe, Private Pools, Housekeeping, Bottled Water, Coffee / Tea Maker, Complimentary Tea, Desk, English, Complimentary Instant Coffee, 24-Hour Front Desk, Indonesian, Kitchenware, Seating Area, Thai, Flatscreen TV, Cable / Satellite TV, Clothes Rack, Dining Area, Complimentary Welcome Drink, Pool View, Separate Dining Area, Separate Living Room, Sofa",127.5,2.0,1,"mr roy, family staycation, kitchen area, room was clean, living room, private pool, modern type, complete facilities, helpful staffs, sanur area",Definitely stay here Definitely do not miss this place because visiting Sanora made our last day in Bali absolutely memorable �,23
Villa Kinaree Estate,HOTEL,hotel,3.0,$$,200,-8.688261,115.15939,Seminyak,Indonesia,"Seminyak, Kuta District, Bali",4.9,114,34,#34 of 315 villas in Seminyak,4.22843980789184,,"Villa Kinaree Estate, Seminyak, Bali (3-10 Bed Villa Complex). The Villa Kinaree Estate sits on 1800sqm of landscaped gardens just 300m from Seminyak’s best beach, featuring the palatial, 6-bedroom Villa Kinara, and its equally luxurious 4 bed sister villa Kinaree, which may be rented either separately or as a single 10 bedroom property, which we call the Villa Kinaree Estate. The Villa Kinaree Estate, right in the heart of prestigious Oberoi district, is only 300 meters from Ku De Ta and can comfortably accommodate up to 20 guests. The 6-bedroom Kinara and four-bedroom Kinaree both feature L shaped signature swimming pools, huge living rooms, indoor and outdoor lounging and dining, pool tables, vast individual bedroom suites, world-class interior design within a Bali setting, and every conceivable luxury for the sophisticated holidaymaker. Villa Kinaree Estate has unrivaled facilities with 15 full-time staff, including a private butler for each villa, chefs, housekeeping, gardener, trained security plus on-demand chauffeurs, spa therapists and concierge, all dedicated to ensuring guests are pampered during every moment of their stay, except of course when they hang out the red 'do not disturb' flag to ensure total privacy.",friends celebrating,run errands,long weekend,oberoi hotel,amazing holiday,every request,enjoyable stay,central location,family holiday,swimming pool,Nil great place,You don't even have to leave the villa if you don't want to. Everything is there and staff can get things for you if needed. But then you don't see much of Bali!,"Pool, Internet, Free Internet, Airport transportation, Public Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Air conditioning, Safe, Butler Service, Breakfast Available, Suites, Room service, Free parking, Bar/Lounge, Kitchenette, Wifi, Breakfast included, Dry Cleaning, Concierge, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Minibar, Non-smoking hotel, Flatscreen TV, Private Balcony, Private Pools, Parking, Housekeeping, Additional Bathroom, Baggage Storage, Bath / Shower, Bathrobes, BBQ Facilities, Billiards, Books, DVDs, Music for Children, Bottled Water, Cable / Satellite TV, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Clothes Dryer, Clothes Rack, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Dining Area, Dishwasher, Electric Kettle, English, Executive Lounge Access, First Aid Kit, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, Complimentary Welcome Drink, Free Wifi in the Business Center, 24-Hour Front Desk, Hair Dryer, Indonesian, Interconnected room(s) available, Iron, Ironing Service, Kitchenware, Outdoor Furniture, Oven, Pool View, Private Bathrooms, Private Check-in / Check-out, Radio, Seating Area, 24-Hour Security, Secured Parking, Separate Dining Area, Separate Living Room",200.0,2.0,1,"friends celebrating, run errands, long weekend, oberoi hotel, amazing holiday, every request, enjoyable stay, central location, family holiday, swimming pool",Nil great place You don't even have to leave the villa if you don't want to. Everything is there and staff can get things for you if needed. But then you don't see much of Bali!,34
The Kampung Resort Ubud,HOTEL,hotel,0.0,$,$78 - $82,-8.438712,115.28001,Tegalalang,Indonesia,"Tegalalang, Gianyar Regency, Bali",4.6,203,2,#2 of 16 guest houses in Tegalalang,4.03057956695556,,"Welcome to The Kampung Resort Ubud Suite Cottages, Villas and Cafe We are proud to offer typical our accommodation with luxury facilities in natural scene of valley, rice terrace hill and tropical forest. Our location is approximately 90 minutes convenient drive from Airport, 10 minutes drive from Central Ubud. We are situated in the rural of Tegallalang which is famous with the lining art shops along the road and we are near Ceking a famous rice terrace. We are a typical style of Balinese architecture. We provide 3 Suite Valley Rooms, 2 Suite Top Hill Rooms, 2 Deluxe Suite Rooms, and 2 Royal Suite Rooms. Each of our room is furnished with some antique and modern facilities), etc. We wish your pleasant and memorable stay with us at THE KAMPUNG RESORT UBUD.",,,,,,,,,,,Suite Valley Cottages afford the best views and are the most removed form the hustle of the main road.,the cheapest rooms are down a lot of steps so don't book these if you have mobility issues.,"Internet, Room service, Free Internet, Free parking, Restaurant, Free Wifi, Pool, Suites, Spa, Airport transportation, Public Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Refrigerator in room, Minibar, Flatscreen TV, Private Balcony, Infinity Pool, Outdoor pool, Breakfast Available, Shuttle Bus Service, Pets Allowed, Wifi, Dry Cleaning, Concierge, Banquet Room, Family Rooms, Smoking rooms available, Parking, Free Shuttle or Taxi Services",80.0,1.0,1,,Suite Valley Cottages afford the best views and are the most removed form the hustle of the main road. the cheapest rooms are down a lot of steps so don't book these if you have mobility issues.,2
Si Doi Hotel,HOTEL,hotel,2.0,,,-8.709943,115.171875,Legian,Indonesia,"Legian, Kuta District, Bali",4.2,534,3,#3 of 110 B&Bs / Inns in Legian,4.13003492355346,,"Si Doi Legian Hotel is located at the centre of Legian and Kuta street, which is had quite atmosphere and have very easy access to walk arround kuta and legian. This hotel is also close by International hospital, money changer, tatoo shop, shopping area, many different kinds of cahe and restaurant, traditional art market and many more.Sidoi Legian Hotel had very big safe and free car park that can be used for the guest who bring their own car or motorbike. This hotel also had a very nice restaurant that the guest or anyone can visit and had a free WIFI access.If you looking for a nice Budget hotel, with a free and safe car park, quite atmosphere that is located at the centre of Kuta and Legian street, SIDOI is the best choices for you!!!!!",,,,,,,,,,,Top floor rooms are the best,Room close to main street may be noisy at night as music and songs come out from the nearby bars or restaurants,"Pool, Internet, Free Internet, Wifi, Free Wifi, Laundry Service, Free parking, Breakfast included, Non-smoking rooms, Concierge, Air conditioning, Multilingual Staff, Safe, Flatscreen TV, Outdoor pool, Parking, Housekeeping, Restaurant, Public Wifi, Refrigerator in room, Baggage Storage, Bath / Shower, Bottled Water, Car Hire, Coffee Shop, Coffee / Tea Maker, Convenience Store, Currency Exchange, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Indonesian, Seating Area, Shops, Telephone, Wake Up Service / Alarm Clock, Beach Access",144.98710010319917,1.7100103199174406,1,,Top floor rooms are the best Room close to main street may be noisy at night as music and songs come out from the nearby bars or restaurants,3
Sunia Loka Bungalows,HOTEL,hotel,3.0,$,$56 - $99,-8.141616,114.649956,Pemuteran,Indonesia,"Pemuteran, Gerokgak, Buleleng Regency, Bali",4.8,197,3,#3 of 34 guest houses in Pemuteran,4.13796997070312,,"See why so many travelers make Sunia Loka Bungalows their guest house of choice when visiting Pemuteran. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you. You’ll enjoy relaxing rooms that offer a minibar, and you can stay connected during your stay as Sunia Loka Bungalows offers guests free wifi. The guest house features a concierge and room service. Plus, Sunia Loka Bungalows offers a pool, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available. If you like cafes, Sunia Loka Bungalows is conveniently located near Bali Balance Cafe & Bistro and Selini Cafe & Bakery. At Sunia Loka Bungalows, your comfort and satisfaction come first, and they look forward to welcoming you to Pemuteran.",,,,,,,,,,,You can request AC. All have luscious gardens.,The diving and snorkelling is not to miss.,"Pool, Free Internet, Free Wifi, Room service, Free parking, Breakfast included, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Multilingual Staff, Minibar, Internet, Airport transportation, Wifi, Public Wifi, Refrigerator in room, Non-smoking hotel, Private Balcony, Outdoor pool, Beach Access",77.5,1.0,1,,You can request AC. All have luscious gardens. The diving and snorkelling is not to miss.,3
White Lotus Oasis,HOTEL,hotel,0.0,$,$32 - $33,-8.503368,115.26217,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.8,215,29,"#29 of 1,063 B&Bs / Inns in Ubud",4.0675721168518,,"The rooms at White Lotus Oasis are beautifully furnished with a king-sized bed, mosquito net and ceiling fan. The bathrooms are comfortable western style. One of the rooms is called ""Cocos Room"" has air conditioning. The most requested room is called ""Jasmin Room"" has ceiling fan. Each room has a separate huge terrace with a daybed and table with chairs overlooking a handsome garden and jungle. NEW! We build a new cozy bungallow house in the garden, called ""Garden Chalet"", it has its own outdoor kitchenette. The room is spacious and luxurious, so is the bathroom. A river with a waterfall is facing the terrace, which sound will make you sleep like an angel, you can hear it from any of the 3 rooms.",waterfall,,,,,,,,,,Love the surrounding of nature and conveniently located in the heart of Ubud,All rooms are beautiful with stunning views I have stayed in all 3 rooms...,"Internet, Free Internet, Wifi, Free Wifi, Airport transportation, Public Wifi, Multilingual Staff, Refrigerator in room, Rooftop Terrace, Private Balcony, Housekeeping, Non-smoking rooms, Non-smoking hotel, Baggage Storage, Bicycle Rental, Books, DVDs, Music for Children, Bottled Water, Express Check-in / Check-out, Convenience Store, Currency Exchange, English, French, German, Gift Shop, Indonesian, Italian, Open-air Bath, Outdoor Furniture, Picnic Area, Private Check-in / Check-out, Salon, Shops, Sun Loungers / Beach Chairs, Sun Terrace, Beach Access",32.5,1.0,1,waterfall,Love the surrounding of nature and conveniently located in the heart of Ubud All rooms are beautiful with stunning views I have stayed in all 3 rooms...,29
Canggu Beach Hostel,HOTEL,hotel,2.0,$,$9 - $23,-8.649301,115.12305,Canggu,Indonesia,"Canggu, North Kuta, Bali",4.3,359,3,#3 of 74 hostels in Canggu,4.02190208435058,,"Canggu Beach Hostel is the biggest party hostel in Bali with more than 150 guests. It's a beachfront hostel surrounded by 360 degrees of rice paddy views located right by the popular surfing spots Pererenan Beach and Echo Beach in Canggu (250 meters to the beaches). Only 5 minutes away from central Canggu with a scooter - or take a nice walk along the beaches! FREE Gym FREE Surf FREE Yoga FREE Billiard FREE Table Tennis FREE Daily Drink Shot FREE Optic Fiber Internet FREE Cocktail (if joining our weekly charity events) CHEAPEST Food CHEAPEST Drinks CHEAPEST Rooms CHEAPEST Surf Camp (in-house surf coaches – not freelancers) CHEAPEST Scooter Rental CHEAPEST Custom Bikes Rental Make yourself at home in the garden in one of our two swimming pools, take a seat in the sun in a comfy bean bag with a cocktail - or enjoy our large food & drink menus in our restaurants and bars prepared by professional chefs, bartenders and baristas.",,,,,,,,,,,Awesome pool club,3-levels bunk beds - better to ask for the bottom or upper one if you want a little bit of privacy,"Pool, Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Non-smoking rooms, Fitness center, Laundry Service, Air conditioning, Multilingual Staff, Poolside Bar, Outdoor pool, Breakfast Available, English, Beach Access",16.0,1.0,1,,Awesome pool club 3-levels bunk beds - better to ask for the bottom or upper one if you want a little bit of privacy,3
Sindu Guest House,HOTEL,hotel,1.0,$,$20 - $33,-8.684272,115.26076,Sanur,Indonesia,"Sanur, Denpasar, Bali",4.7,267,10,#10 of 162 Specialty lodging in Sanur,4.15816164016723,,"Sindu guest house is centrally located and is ""Your home away from home in Bali"". Relax under our courtyard gazebo with your morning tea or coffee, plan your day ahead or just relax and meet the other guests.We have 3 double deluxe rooms which offer en-suite, air con, hot water, double bed, cooked breakfast, flat screen TV with international channels and WiFi. We also have 2 Standard rooms available, 1 x double and 1 x single.Both the standard rooms have en-suite bathrooms with hot water showers and are air conditioned.Free WI-FI is available throughout the property.",,,,,,,,,,,"Close to shopping, beach and restaurants","Deluxe rooms are large, have a comfortable bed, unsuited, air con plus ceiling fan.","Internet, Free Internet, Free Wifi, Free parking, Airport transportation, Public Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Air conditioning, Refrigerator in room, Wifi, Safe, Flatscreen TV, Housekeeping, Baggage Storage, Bath / Shower, Bicycle Rental, Car Hire, Clothes Rack, English, Indonesian, Sun Terrace, Beach Access",26.5,1.0,1,,"Close to shopping, beach and restaurants Deluxe rooms are large, have a comfortable bed, unsuited, air con plus ceiling fan.",10
Wayan's Guest House,HOTEL,hotel,2.0,$,$30 - $31,-8.665876,115.14079,Canggu,Indonesia,"Canggu, North Kuta, Bali",4.9,206,3,#3 of 131 guest houses in Canggu,4.18432331085205,,"A cozy and natural Balinese house compound, nice garden, and just less than 5 minutes to the beach, but away from the shops, and those touristic stuff. Ideal for those who would like to experience the stay with Balinese Family.",laundry service,scooter,bali,heaven,bliss,,,,,,There is space to park your scooter just next to your room. Only three room available so book early.,Very close to the beach...,"Internet, Free Internet, Free parking, Airport transportation, Free Wifi, Laundry Service, Air conditioning, Wifi, Non-smoking rooms, Microwave, Refrigerator in room, Non-smoking hotel, Safe, Flatscreen TV, Parking, Baggage Storage, Bath / Shower, Car Hire, Coffee / Tea Maker, Desk, English, 24-Hour Front Desk, Indonesian, Iron, Massage, On-Demand Movies, Seating Area, Washing Machine, Beach Access",30.5,1.0,1,"laundry service, scooter, bali, heaven, bliss",There is space to park your scooter just next to your room. Only three room available so book early. Very close to the beach...,3
